Codigo,Medicamento,Accion Terapeutica,Laboratorio
M0000008664,FOSAMAX PLUS,Antiosteoporótico,MSD
M0000008665,FOSFATO DE CALCIO,Calcioterápico, Suplemento nutricional,GENFAR
M0000008666,FOSFATO DE POTASIO FP-20 PISA,Nutrición parenteral,PISA
M0000008667,FOSFOKAVAR-H,Multivitamínico,BAWISS
M0000008668,FOSTREN 3G,Antibiótico urinario,NEVOX FARMA
M0000008669,FOTEXINA IV (CEFOTAXIMA) PISA,Infecciones del tracto genitourinario y respiratorio producidas por gérmenes sensibles a la Cefotaxima,PISA
M0000008670,FOVIREM,Antirretroviral contra el HIV,HUMAX
M0000008671,FRAGMIN,Antitrombótico, Antianginoso,PFIZER
M0000008672,FRESHLYPAUSIA MAX FORTE,En una nueva etapa de la mujer, Suplemento Dietario,NATURAL FRESHLY
M0000008673,FRESHLYPAUSIA V,Lubricante vaginal,NATURAL FRESHLY
M0000008674,FROBEN TABLETAS,Analgésico, Antiinflamatorio, Antirreumático,GIMED
M0000008675,FTI COMPLEX,CALOSTRO DE BOVINO, Suplemento Dietario,ESCOVAR
M0000008676,FUCEROX (CEFUROXIMA) PISA,Tratamiento de las infecciones causadas por gérmenes sensibles a la Cefuroxima y para la profilaxis quirúrgica,PISA
M0000008677,FUCICORT,Antibiótico asociado a corticoide para uso tópico,ROCHE
M0000008678,FUCIDIN,Antibiótico, Antibacteriano,ROCHE
M0000008679,FUCIDIN H,Antibiótico antiinflamatorio,ROCHE
M0000008680,FUCITHALMIC,Antibiótico oftálmico,ROCHE
M0000008681,FUNEX,Antimicótico dermatológico, ginecológico y sistémico,NOVAMED
M0000008682,FUNGICUR,Antimicótico, Antifúngico,BLASKOV
M0000008683,FUNGISTAT,Antimicótico vaginal de amplio espectro,JANSSEN-CILAG
M0000008684,FUNGIZONE,Antimicótico,MERCK S.A.
M0000008685,FUNIDE,Antimicótico,ABBOTT
M0000008686,FUNZAL,Antimicótico dermatológico,NOVAMED
M0000008687,FURACIN,Bactericida vaginal,BOEH.INGEL.
M0000008688,FURAZOLIDONA,Bactericida, Giardicida,LABINCO
M0000008689,FUROATO DE MOMETASONA 0,05% LA SANTE,Corticoide tópico para uso nasal,LA SANTE
M0000008690,FURODERM,Terapia corticosteroide de la piel,INCOBRA
M0000008691,FUROSEMIDA,Diurético,SICMAFARMA
M0000008692,FUROSEMIDA,Diurético salurético,GENFAR
M0000008693,FUROSEMIDA,Diurético de asa, antihipertensivo, antihipercalcémico,CARLON
M0000008694,FUROSEMIDA MK,Diurético de asa, sulfonamida,MK
M0000008695,FUROTIL,Antibacteriano,GRUINFACOL
M0000008696,FUSITREX,Antibiótico tópico, Antiinflamatorio, Antimicótico,CARNOT
M0000008697,FUZEON,Antiviral,ROCHE
M0000008698,FYBOFORT,Fitoterapéutico,NATURAL FRESHLY
M0000008699,G-MET,Hipoglucemiante oral,PROCAPS
M0000008700,GABALIN,Dolor neuropático,GARMISCH
M0000008701,GABAPENTIN MK,Antiepiléptico,MK
M0000008702,GABAPENTINA,Anticonvulsivo,GENFAR
M0000008703,GADOVIST,Medio de contraste,BAYER
M0000008704,GAFEN,Adyuvante en el manejo del dolor neuropático,SIEGFRIED
M0000008705,GALVUS,Hipoglucemiante oral,NOVARTIS
M0000008706,GALVUS MET,Hipoglucemiante oral,NOVARTIS
M0000008707,GAMABENCENO PLUS,Champú: ovicida, Pediculicida, Crema: escabicida, Loc: escabicida,BUSSIE
M0000008708,GAMADERM,Escabicida y pediculicida,SIEGFRIED
M0000008709,GAMMANORM,Agente inmunizante,BIOSPIFAR
M0000008710,GAMMARAAS 5%,Inmunoterapia,DELTA
M0000008711,GANFORT,Antiglaucomatoso,ALLERGAN
M0000008712,GANODERMA LUCIDUM,Coadytratleucemia cáncer hepatitis diabetes,MINERALIN
M0000008713,GAPROZ,Antiulceroso-Inhibidor de bomba de protones,FARMASER
M0000008714,GARAMICINA CREMA,Antibiótico de amplio espectro,MSD
M0000008715,GARAMICINA OFTALMICA,Antibiótico de amplio espectro,MSD
M0000008716,GARAMICINA SOLUCION INYECTABLE,Antibiótico de amplio espectro,MSD
M0000008717,GARDASIL,[Vacuna Recombinante Tetravalente contra el Virus de Papiloma Humano (Tipos 6, 11, 16, 18)],MSD
M0000008718,GARMISCH COLESTIR,Hipolipemiante,GARMISCH
M0000008719,GARMISCH DEFLAX,Antiinflamatorio,GARMISCH
M0000008720,GARMISCH DIUREX,Antihipertensivo,GARMISCH
M0000008721,GARMISCH DUOVAL,Antihipertensivo,GARMISCH
M0000008722,GARMISCH ESOMAX,Antiulceroso,GARMISCH
M0000008723,GARMISCH FENTRADOL,Antihistamínico,GARMISCH
M0000008724,GARMISCH HEDELIX,Coadyuvante para el manejo de la tos,GARMISCH
M0000008725,GARMISCH LEFLUX,Antivertiginoso,GARMISCH
M0000008726,GARMISCH OMEX,Antiulceroso,GARMISCH
M0000008727,GARMISCH ORLIX,Antiespasmódico,GARMISCH
M0000008728,GARMISCH RINOSAL,Corticosteroide tópico para uso nasal,GARMISCH
M0000008729,GARMISCH ROSUVAX,Hipocolesterolemiante,GARMISCH
M0000008730,GARMISCH SULPRID,Procinético,GARMISCH
M0000008731,GASOPROL,Antiulceroso,GRUINFACOL
M0000008732,GASPRID M,Procinético,GARMISCH
M0000008733,GASTELVIN,Antiulceroso,GRUINFACOL
M0000008734,GASTRIDE,Procinéticos,LEGRAND
M0000008735,GASTROCYNESINE,Medicamento homeopático complejo,ABBOTT
M0000008736,GASTROFLAT,Antiulceroso,GIMED
M0000008737,GASTROFULL,Antiácido, antiflatulento,COASPHARMA
M0000008738,GASTROLIFE,Antiácido, Antiflatulento,BIOLIFE
M0000008739,GASTROSEF,Antisecretor, Antiulceroso, Inhibidor de la secreción ácida gástrica,APOTECARIUM
M0000008740,GASTRUM,Inhibidor de la secreción gástrica; antagonista H2,ABBOTT
M0000008741,GATIPHARM SOLUCION PFTALMICA,Antibiótico de amplio espectro,OPHARM
M0000008742,GATIPHARM-D SOLUCION OFTALMICA,Antiinflamatorio y Antibiótico de amplio espectro,OPHARM
M0000008743,GAX OFF,Antiflatulento, Antiespasmódico,NATURAL FRESHLY
M0000008744,GB-LAC 3,Nutrición pediátrica,GRUINFACOL
M0000008745,GB-LAC- 1 Y GB-LAC-2,Suplemento nutricional,GRUINFACOL
M0000008746,GEL CALIENTE BAWISS,Reducción de la celulitis, firmeza, humectación, tonicidad de la piel, ayudante en el tratamiento de alteraciones vasculares periféricas,BAWISS
M0000008747,GEL REAFIRMANTE BAWISS,Reduce la celulitis, reafirma, humecta y tonifica la piel,BAWISS
M0000008748,GEL REDUCTOR BAWISS,Emoliente, Reductor tópico, Suavizante,BAWISS
M0000008749,GELCLAIR,Barrera protectora de mucosa oral,NOVAMED
M0000008750,GELFOAM,Hemostático,PFIZER
M0000008751,GEMCITABINA 200MG,Antineoplásico,BLAU
M0000008752,GEMFIBROZILO,Hipolipemiante,GENFAR
M0000008753,GEMFIBROZILO MK,Reductor del colesterol y los triglicéridos, fibrato,MK
M0000008754,GEMTIN 1G,Antimetabolito, análogo de la pirimidina,NOVAMED
M0000008755,GEMZAR,Antineoplásico,ELI LILLY
M0000008756,GENFAR GRIP,Antigripal,GENFAR
M0000008757,GENFAR GRIP DIA,Antigripal,GENFAR
M0000008758,GENFAR GRIP NOCHE,Antigripal,GENFAR
M0000008759,GENOTROPIN,Somatotrófico,PFIZER
M0000008760,GENTA-RANDE 120, 160,Antibiótico de amplio espectro, Medicamento esencial,RANDE
M0000008761,GENTAMICINA,Ampollas, Antibiótico de amplio espectro, Antibacteriano, Anti-Gram Negativos, Antibacteriano, Anti-Pseudomonas,RECIPE
M0000008762,GENTAMICINA,Antibioterapia, aminoglicosidoterapia,SICMAFARMA
M0000008763,GENTAMICINA,Antibiótico sistémico,CARLON
M0000008764,GENTAMICINA,Antibiótico de amplio espectro,GENFAR
M0000008765,GENTAMICINA LA SANTE,Antibiótico aminoglucósido,LA SANTE
M0000008766,GENTAMICINA MK,Antibiótico, aminoglucósido,MK
M0000008767,GENTAMICINA MK,Antibiótico, Aminoglucósido,MK VISION
M0000008768,GENTAMICINA OFTALMICA LA SANTE,Antibiótico oftálmico de amplio espectro,LA SANTE
M0000008769,GENTEAL,Lubricante ocular,ALCON
M0000008770,GENTEAL GEL,Soluc, p/limp, y cons, de lentes de contacto,ALCON
M0000008771,GEODON,Antipsicótico,PFIZER
M0000008772,GESAMAF (LETROZOL) PISA,Su uso está indicado para el tratamiento del cáncer avanzado en mujeres en estado post-menopáusico natural o provocado artificialmente, tras recaída o progresión de la enfermedad, que hayan sido tratadas previamente con antiestrógenos,PISA
M0000008773,GESLUTIN,Hormonoterapia,TECNOFARMA
M0000008774,GESTAFER,Profilaxis y tratamiento de la anemia,PROCAPS
M0000008775,GESTAVIT DHA,Multivitamínico prenatal con DHA,PROCAPS
M0000008776,GESTAVIT MATERNO,Multivitamínico,PROCAPS
M0000008777,GIABRI,Hipolipemiante,MERCK S.A.
M0000008778,GIANDA,Anticonceptivo hormonal,GRÜNENTHAL
M0000008779,GIARDALAM,Giardicida,INCOBRA
M0000008780,GILENYA,Inmunomodulador,NOVARTIS
M0000008781,GIN BIL,Vasodilatador periférico,JULEPS
M0000008782,GINAZOL,Antimicótico vaginal de amplio espectro,SERES
M0000008783,GINHEMAFER,Revitalizador físico, Hematopoyético polivalente, Multivitamínico con hierro,BAWISS
M0000008784,GINIL,Restitución de la flora vaginal,TECNOQUIMICAS
M0000008785,GINKGO BILOBA,Antitrombótico, Vasodilatador de origen natural,GENFAR
M0000008786,GINKGO BILOBA,Vasodilatador periférico, Antivertiginoso, trastornos de la memoria,PRONABELL
M0000008787,GINKGO BILOBA MK,Vasodilatador periférico,MK
M0000008788,GINODERM GEL 1.25G FRASCO DOSIFICADOR,Sustitución estrogénica, Terapia hormonal 0,06%,ABBOTT
M0000008789,GINSENG KOREANO,Aumenta el nivel de energía, Mejora el sistema Inmunológico,MINERALIN
M0000008790,GINTOP,Estimulante natural,ABBOTT
M0000008791,GIRALMET,Suplemento de vitamina D más magnesio,SIEGFRIED
M0000008792,GLAUCOFTAL,Antiglaucomatoso análogo de las prostaglandinas,MK VISION
M0000008793,GLAUCOFTAL T,Antiglaucomatoso análogo de las prostaglandinas, con b-bloqueador,MK VISION
M0000008794,GLEMINEX,Hipoglucemiante oral,GENFAR
M0000008795,GLIBENCLAMIDA,Hipoglucemiante oral,BEST
M0000008796,GLIBENCLAMIDA,Hipoglucemiante oral,GENFAR
M0000008797,GLIBENCLAMIDA MK,Hipoglucemiante oral, derivado de las sulfonilureas,MK
M0000008798,GLICLAZIDA,Hipoglucemiante oral,GENFAR
M0000008799,GLICO-NECROTON INYECTABLE,Hepatoterápico,INCOBRA
M0000008800,GLIFORMIN,Antidiabético oral, normoglicemiante,SIEGFRIED
M0000008801,GLIMEPIRIDA MK,Hipoglucemiante oral, derivado de las sulfonilureas,MK
M0000008802,GLIRRON 100MG/5ML (HIERRO SACAROSA),Tratamiento de la anemia ferropriva severa en pacientes en tratamiento de hemodiálisis,PISA
M0000008803,GLISAL,Renovador cutáneo,SIEGFRIED
M0000008804,GLIVEC,Antileucémico,NOVARTIS
M0000008805,GLIX,Tratamiento de la enfermedad de Alzheimer,GARMISCH
M0000008806,GLUCAGEN,Hipoglucemiante,NOVO NORDISK
M0000008807,GLUCAMINOL,Normoglucemiante,ROCHE
M0000008808,GLUCAMVI,Bebida energizante,GRUINFACOL
M0000008809,GLUCANTIME,Antiprotozoo,SANOFI AVENTIS
M0000008810,GLUCARNIT,Suplemento dietario,GRUINFACOL
M0000008811,GLUCOBAY,Inhibidor de la glucosidasa,BHC - BAYER
M0000008812,GLUCONATO DE CALCIO,Electrolitoterapia,ECAR
M0000008813,GLUCONATO DE CALCIO,Calcioterápico,SICMAFARMA
M0000008814,GLUCOPHAGE,Antidiabético oral, hipoglucemiante,MERCK S.A.
M0000008815,GLUCOPHAGE POLVO,Antidiabético oral, hipoglucemiante,MERCK S.A.
M0000008816,GLUCOPHAGE XR,Antidiabético oral, hipoglucemiante,MERCK S.A.
M0000008817,GLUCOSAMINA + CONDROITINA MK,Coadyuvante en osteoartritis,MK
M0000008818,GLUCOSAMINA MK,Coadyuvante en osteoartritis,MK
M0000008819,GLUCOVANCE,Terapia antidiabética oral combinada,MERCK S.A.
M0000008820,GLUCOX,Antidiabético oral,GARMISCH
M0000008821,GLUTAPAK-10,Tratamiento de disbacterosis intestinal,VICTUS
M0000008822,GLUTAPAK-R,Tratamiento de disbacterosis intestinal,VICTUS
M0000008823,GO-FACTOR,Factores de Transferencia,DATA PHARM.
M0000008824,GO-SWEET,Edulcorante,DATA PHARM.
M0000008825,GONAL-F INYECTOR,Inductor de la ovulación,MERCK S.A.
M0000008826,GONAL-F LIOFILIZADO,Antagonista de la GnRH,MERCK S.A.
M0000008827,GOUTEX,Inhibidor de la xantina oxidasa,PROCAPS
M0000008828,GRACIAL,Anticonceptivo oral combinado combifásico,MSD
M0000008829,GRANDIL,Antihipertensivo, Betabloqueante cardioselectivo,APOTECARIUM
M0000008830,GRIPALGIN,Expectorante,COASPHARMA
M0000008831,GRIPAXIN CAPSULAS,Tratamiento sintomático del resfriado común,AMERICA
M0000008832,GRIPLED CAPSULAS,Coadyuvante en el tratamiento del resfriado común,PRONABELL
M0000008833,GRIPLED JARABE,Coadyuvante en el tratamiento del resfriado común,PRONABELL
M0000008834,GRIPOFEN CAPSULAS,Tratamiento sintomático del resfriado común,SERES
M0000008835,GRIPOFEN GARGANTA,Antiséptico bucofaríngeo,SERES
M0000008836,GRIPOFEN JARABE,Medicación sintomática del resfriado común,SERES
M0000008837,GRIPOFEN PLUS,Tratamiento sintomático del resfriado común,SERES
M0000008838,GRIPOFEN TOS,Jarabe: Expectorante, mucolitico, Cápsulas: Antitusivo y expectorante,SERES
M0000008839,GUAYACOLAT,Expectorante, Fluidificante,ROBBIN
M0000008840,GYNCLOX,Anticandidiásico, Antibacteriano vaginal,ABBOTT
M0000008841,GYNFLU-D,Antitricomoniásico, Anticandidiásico, Antiinfeccioso,ABBOTT
M0000008842,GYNOCOMFORT,Antimicótico vaginal,VITALIS
M0000008843,GYNODIAN DEPOT,Tratamiento del climaterio,BHC - BAYER
M0000008844,GYNOFER-FOL,Anemia por deficiencia de hierro, anemia megaloblástica,ABBOTT
M0000008845,GYNOFLOR,Tricomonicida, bactericida, antimicótico de uso ginecológico,SIEGFRIED
M0000008846,GYNORELLE,Anticonceptivo oral,ABBOTT
M0000008847,GYNOTRAN,Antimicótico,BHC - BAYER
M0000008848,GYNOVIN,Anticonceptivo hormonal,BHC - BAYER
M0000008849,GYNOVIN CD,Anticonceptivo hormonal,BHC - BAYER
M0000008850,GYNTER,Antimicótico, antibiótico tópico,ABBOTT
M0000008851,HAEMATE P,Antihemofílico,BIOTOSCANA
M0000008852,HAEMOCTIN SDH,Tratamiento y profilaxis de la hemofilia A y déficit adquiridos de factor Vlll,AMAREY
M0000008853,HALOPERIDOL,Neuroléptico,BLASKOV
M0000008854,HALOPERIDOL HUMAX,Antipsicótico,HUMAX
M0000008855,HALOPERIDOL PISA,Antipsicótico, neuroléptico,PISA
M0000008856,HALOPIDOL,Neuroléptico incisivo potente,JANSSEN-CILAG
M0000008857,HALOPIDOL DECANOATO,Antipsicótico de depósito,JANSSEN-CILAG
M0000008858,HARMETONE,Regulador gastro-píloro-duodenal,JANSSEN-CILAG
M0000008859,HARMONET GRAGEAS,Anticonceptivo,PFIZER
M0000008860,HAVRIX,Inmunoterapia hepatitis A,GLAXOSMITHKLINE
M0000008861,HB ONCOBRAIN,Antineoplásico,HB HUMAN BIOSC
M0000008862,HB ONCOFEME,Antineoplásico,HB HUMAN BIOSC
M0000008863,HEBERMIN,Cicatrizante y bacteriostático tópico,TECNOQUIMICAS
M0000008864,HEDERA HELIX,Expectorante,GENFAR
M0000008865,HELIOCARE 360 GL - TOQUE SECO,Protector solar,MEDIVELIUS
M0000008866,HELIOCARE COMPACTOS OIL FREE - FPS 50,Protector solar,MEDIVELIUS
M0000008867,HELIOCARE GEL SPF 50 Y ULTRA SPF 90,Protector solar,MEDIVELIUS
M0000008868,HELIOCARE ORAL,Primer protector solar y regenerador del ADN por vía oral,MEDIVELIUS
M0000008869,HELIOCARE SPRAY,Protector solar,MEDIVELIUS
M0000008870,HELMIFLU,Antihelmíntico,CARIBE
M0000008871,HELMINTYC,Antihelmíntico de amplio espectro,ETYC
M0000008872,HEMATIN FOL / HEMATIN PLUS,Antianémico,CHALVER
M0000008873,HEMATIN IV,Antianémico,CHALVER
M0000008874,HEMOCYTON,Suplemento multivitamínico con hierro,TECNOQUIMICAS
M0000008875,HEMORAAS 250UI Y 500 UI,Antihemofílico, Código ATC: B02BD02,DELTA
M0000008876,HEPABIOL,Hepatoprotector,GRUINFACOL
M0000008877,HEPARINA 5.000U.I/ML-HEPAMAX-S,Anticoagulante,BLAU
M0000008878,HEPARINA SODICA,Anticoagulante natural,COMERC.MEDICA
M0000008879,HEPATECT,Inmunoglobulina humana contra el virus de la hepatitis B para administración intravenosa,AMAREY
M0000008880,HEPATODREN,Triple Acción,NATURAL FRESHLY
M0000008881,HEPATODREN LIQUID,Triple Acción,NATURAL FRESHLY
M0000008882,HERCEPTIN,Anticuerpo monoclonal,ROCHE
M0000008883,HEREKTEX G,Estimulante eréctil,BAWISS
M0000008884,HERREX,Suplemento de hierro,FARMA COLOMBIA
M0000008885,HERREX FOL,Suplemento de hierro,FARMA COLOMBIA
M0000008886,HERREX FOL 1000,Suplemento de hierro y ácido fólico,FARMA COLOMBIA
M0000008887,HIDERAX,Antihistamínico, Tranquilizante, Hipnótico,ABBOTT
M0000008888,HIDRALITOS 45,Hidratante,COASPHARMA
M0000008889,HIDRAPLUS 30 Y 45,Terapia de rehidratación oral,TECNOQUIMICAS
M0000008890,HIDRAPLUS 45 CON ZINC,Rehidratante oral,TECNOQUIMICAS
M0000008891,HIDRAPLUS 60 CON ZINC,Sales de Rehidratación Oral,TECNOQUIMICAS
M0000008892,HIDRAPLUS 75 CON ZINC,Rehidratante oral,TECNOQUIMICAS
M0000008893,HIDROCLOROTIAZIDA,Diurético, Antihipertensivo,GENFAR
M0000008894,HIDROCLOROTIAZIDA MK,Diurético, tiazidas,MK
M0000008895,HIDROCORTISONA 1% MK,Corticosteroide de baja potencia,MK
M0000008896,HIDROCORTISONA PISA,Terapia corticoesteroide,PISA
M0000008897,HIDROCORTISONA-SUMICORT,Corticosteroide,BLAU
M0000008898,HIDROMORFONA CLORHIDRATO,Analgésico opiáceo,F N ESTUPEFAC.
M0000008899,HIDROVITAL,Lágrima artificial,VITALIS
M0000008900,HIDROXICINA,Antihistamínico, Hipnótico, Sedante,GENFAR
M0000008901,HIDROXICINA LA SANTE,Antihistamínico,LA SANTE
M0000008902,HIDROXIDO DE AL + MAGNESIO + SIMETICONA,Antiácido, Antiflatulento,BEST
M0000008903,HIERBA DE SAN JUAN 3D,Ayuda en la depresión nerviosa,MINERALIN
M0000008904,HIERRO SACARATO,Terapia IV de hierro,COMERC.MEDICA
M0000008905,HIGABYL,Coléretico, colagogo y laxante,BAWISS
M0000008906,HIOSCINA,Antiespasmódico,SICMAFARMA
M0000008907,HIOSCINA N-BUTIL BROMURO + ACETAMINOFEN,Analgésico, Antiespasmódico,GENFAR
M0000008908,HIPERLIPEN,Hipolipemiante,SANOFI AVENTIS
M0000008909,HIPOGLOS,Astringente,SIEGFRIED
M0000008910,HIPOPROST,Terapéutica prostática,GRUINFACOL
M0000008911,HIPROBEN,Suplemento dietario,INCOBRA
M0000008912,HIPROLUB 0.3%,Lágrimas artificiales,MK VISION
M0000008913,HITALKE TABLETAS,Analgésico, Relajante muscular,CARIBE
M0000008914,HOGEL,Antiagregante plaquetario,APOTECARIUM
M0000008915,HUMALOG,Análogo de insulina humana (Origen ADN recombinante) de acción rápida, Código ATC A10A B04,ELI LILLY
M0000008916,HUMALOG / HUMALOG MIX 25,Análogo de insulina humana (Origen ADN recombinante),ELI LILLY
M0000008917,HUMALOG / KWIKPEN,Análogo de insulina humana (Origen ADN recombinante),ELI LILLY
M0000008918,HUMATROPE,Hormona de crecimiento humana biosintética de origen DNA recombinante,ELI LILLY
M0000008919,HUMENAS,Descongestivo nasal,NOVAMED
M0000008920,HUMIRA,Inhibidor del factor de necrosis tumoral (TNF-alfa),ABBVIE
M0000008921,HUMULIN N / HUMULIN 70/30,Hipoglucemiante,ELI LILLY
M0000008922,HUMULIN N / KWIKPEN,Hipoglucemiante,ELI LILLY
M0000008923,HUMULIN R-N-70/30,Hipoglucemiante,ELI LILLY
M0000008924,HYDRACORT,Corticosteroide de baja potencia,CARNOT
M0000008925,HYSEAC,Para el cuidado e higiene de las pieles con acné,MEDIVELIUS
M0000008926,HYSEAC FLUIDO SPF50+,Pieles con tendencia acneica y con acné,MEDIVELIUS
M0000008927,HYSEAC GEL LIMPIADOR,Cuidado e higiene de las pieles con acné,MEDIVELIUS
M0000008928,HYTRIN,Antiprostático,ABBOTT
M0000008929,HYZAAR,Antihipertensivo,MSD
M0000008930,IBANAT,Tratamiento de la osteoporosis,GARMISCH
M0000008931,IBANDROMET,Tratamiento de la osteoporosis, Reducción del riesgo de fracturas,SIEGFRIED
M0000008932,IBANDRONATO MK,Bifosfonato, tratamiento y prevención de la osteoporosis,MK
M0000008933,IBANIC,Tratamiento de la osteoporosis,SANOFI AVENTIS
M0000008934,IBONE,Tratamiento de la osteoporosis,ABBOTT
M0000008935,IBUFLASH MIGRAN,Antiinflamatorio no esteroideo,MK
M0000008936,IBUFLASH ULTRA FORTE MK,Antiinflamatorio no esteroideo,MK
M0000008937,IBUMER,Analgésico, Antiinflamatorio no esteroide,AMERICA
M0000008938,IBUPROFENO,Analgésico, Antiinflamatorio no esteroide, Antirreumático,BEST
M0000008939,IBUPROFENO,Antiinflamatorio, Analgésico no esteroide,LABINCO
M0000008940,IBUPROFENO,Analgésico, Antiinflamatorio, Antirreumático, Antipirético,GENFAR
M0000008941,IBUPROFENO MK,Antiinflamatorio no esteroideo, Analgésico,MK
M0000008942,ICADEN,Antimicótico de amplio espectro,BHC - BAYER
M0000008943,ICTAFIN,Antiepiléptico,NOVAMED
M0000008944,IDARUBICINA,Antineoplásico,BLAU
M0000008945,IDENA,Antiosteoporótico,TECNOFARMA
M0000008946,IFAXIM,Antibiótico de amplio espectro,PROCAPS
M0000008947,IFOSFAMIDA 1G,Antineoplásico,BLAU
M0000008948,IKLEN ANTI BROWN,CremaTratamiento preventivo fotoprotector antimanchas,EUROETIKA
M0000008949,IKLEN SUERO,Despigmentante cutáneo,EUROETIKA
M0000008950,ILANA - ILANA DUAL,Antimicótico de amplio espectro,PROCAPS
M0000008951,ILOTICINA,Antibiótico macrólido tópico, para el tratamiento del acné,TECNOQUIMICAS
M0000008952,ILOTICINA DUO,Tratamiento tópico del Acné Vulgaris,TECNOQUIMICAS
M0000008953,ILOTICINA PLUS,Antibiótico macrólido,TECNOQUIMICAS
M0000008954,ILOTICINA PLUS GEL,Antibiótico macrólido tópico,TECNOQUIMICAS
M0000008955,ILTUX,Antihipertensivo,TECNOFARMA
M0000008956,ILTUXAM,Antihipertensivo,TECNOFARMA
M0000008957,IMATION (CEFEPIMA) PISA,Antibiótico cefalosporínico,PISA
M0000008958,IMBRUVICA,Antineoplásico,JANSSEN-CILAG
M0000008959,IMECTIN,Vasodilatador,CARLON
M0000008960,IMIK,Agente dermatológico inmunomodulador de aplicación tópica,ABBOTT
M0000008961,IMIPENEM / CILASTATINA,Antibacteriano,GENFAR
M0000008962,IMIPRAMINA,Antidepresivo tricíclico,GENFAR
M0000008963,IMIPRAMINA HUMAX,Antidepresivo tricíclico,HUMAX
M0000008964,IMIPRAMINA MK,Antidepresivo tricíclico,MK
M0000008965,IMODIUM,Antidiarreico específico no narcótico,JANSSEN-CILAG
M0000008966,IMPLANON NXT,Implante para uso subdérmico, Anticonceptivo,MSD
M0000008967,IMPROSTAN,Analgésico antiinflamatorio no esteroide, posee propiedades analgésicas y antipiréticas,COASPHARMA
M0000008968,INCIVO,Antiviral sistémico,JANSSEN-CILAG
M0000008969,INFANRIX-IPV+HIB,Vacuna combinada para difteria-tétanos-pertussis acelular, poliomielitis inactivada y Haemophilus influenzae tipo b,GLAXOSMITHKLINE
M0000008970,INFATALADINA (OCTREOTIDA 1MG/5ML),Control sintomático y reducción de las concentraciones plasmáticas de la hormona del crecimiento (GH) y de factor de crecimiento insulínico tipo 1 (IGF-R) en pacientes con acromegalia, en quienes la cirugía o la radioterapia no han permitido un control adecuado,PISA
M0000008971,INFEX,Antibiótico, Tratamiento de la vaginosis bacteriana,ABBOTT
