codigo_medicamento,nombre_medicamento,grupo_medicamento
A030157,Hioscina N-butilbromuro 10 mg Blister x 20 grageas Recipe (Drog),A03
AW60837,Cera Ego Look Definido Sobre x 18 mL (FP),AW6
AW60807,Baño Liquido J&J Libre de Germenes Pote x 200 mL (FP),AW6
V060292,Ensure VAINILLA Nutricion Oral Frasco x 220mL (FP),V06
AW60819,Corta Uñas Metalico Recto Grande (Dayl) (FS),AW6
AW60820,Corta Uñas Metalico pequeño (Dayl) (FP),AW6
C050041,Crema Cero Con Calendula y Vitamina E Pote x 110g (FP),C05
AW60821,Peinilla Para Piojos (FP),AW6
A070086,Muno Kids Probioticos+Vitaminas Comprimidos Masticables Fco x 30 (FP),A07
V030120,Oscillococcinum 200 K Cajax 6 Dosis (PRECIO ESPECIAL 2X1 )  (Anas barbariae hepatis et cordis (FP),V03
M010239,Arcoxia 60mg Blister x 7 Tabletas (Etoricoxib) (FP),M01
AW40216,Bepanthene Crema Liquida Humectante Tubo x 100g (FP),AW4
R030147,Symbicort Turbuhaler 320/9 Ug/Dosis Frasco x 60 Dosis (Budesonida/Formoterol) (RG) (FP),R03
M010235,Tofedol 1g/2mL Solucion Inyectable (Etofenamato)(Drog),M01
R030148,Berodual Soluc Para Inhalar 0.5mg/0.25mg/mL Frasco x 20mL (Brom Ipratropio/Fenoterol) (RG) (FP),R03
S010285,Olodina 0.2% Solución Oftálmica Esteril Frasco Gotero x 5 mL (Olopatadina cloruro)(FP),S01
A030149,Espasmobil 10 mg/300 mg Blister x 4 Tabletas (Hioscina butilbromuro/Dipirona) (FP),A03
A100087,Glibenclamida 5 mg Caja x 30 Tabletas Coaspharma (FP),A10
A030150,Sertal 10 mg/1 mL Solucion Oral Frasco Gotero x 20 mL (Propinox )(FP),A03
A070076,Floratil 250 mg Polvo Para Reconstituir x Sobre (Saccharomyces boulardii) (FP),A07
A110166,Emulsion de Scott FRUTAS 2662.5 Unidades/100 mL Emulsion Fco x 180 mL  (Vitaminas A/D/Acbaca) (FP),A11
A070077,Smecta 3g NARANJA Polvo Para Suspension Oral Sobre x3.75g (Diosmectita)(FP),A07
H010029,Minirin Melt 120 mcg Caja x 30 Liofilizados Orales (Desmopresina) (RG) (FP),H01
C090156,Diovan HCT 160mg/12.5mg Caja x 28 Comprimidos (Valsartan/Hidroclorotiazida) (FP),C09
C030041,Hidroten 12.5mg Caja x 30 Tabletas (Clortalidona) (FP),C03
AO10534,Recipiente Recolector Muesta de Orina Con Bolsa Individual Cepilab (FS),AO1
AO10535,Recipiente Muestra Coprologica Cepilab (FP),AO1
C010057,Adrenalina (epinefrina) 1mg Solución Inyectable x 1mL Ecar (AR) (FP),C01
A030153,Spasmomen 40mg Blister x 10 Tabletas Recubiertas (Otilonio bromuro)(FP),A03
D010056,Clotrimazol 10 mg/mL (1%) Solución Tópica Frasco x 30mL M.K Drog),D01
AW40214,Topicrem Ultrahidratante Leche Corporal Pote x 200mL (FP),AW4
BE10245,Media Gradiente  15-20 A La Rodilla Beige Dama Talla L No-varix Ref-10107505 (Drog),BE1
BE10246,Media Gradiente 15-20mm/Hg Pantimedia Larga Dama Vison XL/XG Beige No-varix Ref-10106406 (FP),BE1
BE10247,Media Pantalon Compresion 15-20mm/Hg Larga Dama Vison L/G Beige No-varix Ref-10106445 (FP),BE1
S010282,Tobraoftal 0.3%  Solución Oftalmica Frasco x 5mL (Tobramicina) (FP),S01
S010283,Tobradex 0.3%/0.1% Solución Oftalmica Frasco x 5mL (Tobramicina/Dexametasona)(FP),S01
V060290,Nutrigel Advance NEUTRO Caja x 30 Sobres (Colageno/vitamina C/Vitamina D3) (Drog),V06
V060291,Gelicart Advance Caja x 30 Sobres (Colageno A 5g/colageno B 15g) (FP,V06
J010386,Clavulin 250mg/62.5mg Polvo Para Suspensión x 80mL (Amoxicilina/Acido clavulanico)  (FP),J01
AW30335,Asepxia Jabon Carbón Detox (Efecto Purificante) Barra x 100g (FP),AW3
D100051,Epiduo Forte 0.3%/2.5% Gel Frasco x 30g (Adapaleno/Peroxido)(FP),D10
AW40220,Effaclar Gel Limpiador Purificante Piel Grasa Y Sensible Pote x 200mL (FP),AW4
N020180,Winadeine 325/8mg Blister x 10 Tabletas (Acetaminofen/Codeína) (FP),N02
C030042,Hidroten 25mg caja x 30 Tabletas (Clortalidona) (FP),C03
V060289,Nan 2 Optipro Lata x 900g (FP),V06
S010278,Lagricel Ofteno 0.4% Solución Oftalmica Sobre x 5 Envases 0.5mL c/u (Hialuronato de sodio)(FP),S01
N010052,Roxicaina 10% Aerosol Frasco Atomizador x 83 mL (Lidocaina clorhidrato) (Drog),N01
B010091,Cilostal 50mg caja x 30 tabletas (Cilostazol) (FP) [RG],B01
M020033,Diclofenaco 1% Gel Tubo x 50 g Genfar (Institucional Drog),M02
G030132,Yaxibelle Caja x 28 Tabletas Recubiertas (Drospirenona/Etinilestradiol) (RG) (FP),G03
R050110,Sinutab Plus 5mg/500mg/2mg Blister x 6 Tab Recubiertas (Fenilefrin/Acetamin/Clorfenir (VMR) (FP),R05
AO51164,Peinilla Hombre Negra (FS),AO5
AO51165,Peinilla Para Bebe (FP),AO5
AW60838,Cera Ego Look Definido Y Flexible Pote x 60 mL (FP),AW6
A020160,Esomeprazol 40 mg Blister x 10 Tabletas Con Cubierta Enterica M.K (FP),A02
B030055,Ferinject 500mg Solucion inyectable Frasco x 10mL (carboximaltosa de hierro) (FP)[RG],B03
BE10241,Media Pantalon Gradiente 20-30 Dama Color Beige Talla XL Ref-10106106 (FP),BE1
J010385,Penicilina G Benzatínica 2 millones 400 mil U.I Polvo Para Inyección Vitalis (FP),J01
D030012,Fitostimoline Gasa 10x10cm Caja x 3 unidades (FP),D03
AW60793,Cepillo Pro 900 Duro 2 x 1 (FP),AW6
P030008,Gamabenceno 5% Crema Pote x 60 g (Permetrina )(FS),P03
J020061,Enitrax 100mg Caja x 14 Capsulas (Itraconazol) (RG) (FP),J02
AW50017,Condones DUO Retardante Paquete x 3 Unidades (FP),AW5
AW50018,Condones DUO Ultrasensible Paquete x 3 Unidades (FP),AW5
AW50019,Condones DUO G-sensation Paquete x 3 Unidades (FP),AW5
AW50020,Condones DUO Lubricado Paquete x 3 Unidades (FP),AW5
AW60834,Gel Para Peinar Ego For Men Pote  x 110mL (FP),AW6
P010085,Nitazoxanida 100 mg/5 mL Polvo Para Reconstituir Suspension Oral Frasco x 60mL M.K(FP),P01
A030156,Trimebutina/Simeticona 200 mg/120 mg Blister x 10 Tabletas Colmed(FP),A03
AW60846,Crema Dental Colgate Luminous White Tubo x 22mL (FP),AW6
AW60816,Desodorante Rexona Clinical Women Stress Control Potex48g (FP),AW6
V060278,Enfagrow Premiun Megaeconopack Etapa 3 Caja x 1650g (FP),V06
S010273,Lagrikov 0.5% Frasco Gotero x 15mL (Carboximetilcelulosa Sódica)(FP),S01
AW60798,Cera Para Brackets estcue x 5 unidades Yokydent (FP),AW6
R060126,Dramamime 50 mg Blister X 12 Tabletas (dimenhidrinato) (FP),R06
AW60796,Prueba De Embarazo Cassette (Chemi) (FS),AW6
BE10236,Ortesis Antebraquiopalmar  A Medida (O.T) (Institucional Drog),BE1
N020175,Zaldiar 325/37.5mg Blister x 10 Tabletas Recubiertas (Acetaminofen/tramadol)(FP),N02
N020171,Doloff 5/325mg Blister x 10 Tabletas Recubiertas (Hidrocodona/acetaminofen) (FP),N02
R060125,Allegra D 60mg/25mg Caja x10 tabletas (fexofenadina/fenilefrina) [VMR] (FP),R06
V060281,Salufit  Proteina 83% Polvo Para Reconstituir Tarro x400g (FP),V06
M010232,Arcoxia 90mg Blister x 7 Tabletas (Etoricoxib)(FP),M01
P030007,Gamabenceno 1% Champu  Frasco x 60mL (Permetrina)   (FS),P03
AW20154,Freskitos Pañitos Humedos Sin Alcohol Paquete x 10 unidades (FP),AW2
N030140,Lyrica 50mg Capsula (pregabalina) [RG] (Drog),N03
BA30161,Duoderm  Extra thin 10x10cm  Ref-187955 (Drog),BA3
L010255,Leukeran 2 mg Frasco x 25 Tabletas (Clorambucilo) [*] [AR] (Drog),L01
S010303,Pred-F 1% Solucion oftalmica Frasco gotero x 5 mL (Prednisolona ) (FP),S01
AW30357,Umbrella Perfect Skin SPF 50+  Emulsion Tono CLARO Tubo x 50g (FP),AW3
AW30358,Umbrella Urban SPF 50+ Emulsion Tubo x 50g (FP),AW3
AW40231,Vaselina Pote x 60g Yoma (FP),AW4
AW60861,Sensodyne Rapido Alivio Tubo x 100g (FP),AW6
M010244,Ibuprofeno 400mg tableta Genfar (Institucional Drog),M01
BA30159,Aposito No Adherente Glicerinado 3x16 Ref. 6114 (Drog),BA3
BA30160,Aposito No Adherente Glicerinado 3x3 Ref.6112 (Drog),BA3
D040019,Caladryl Rosado 8 g/0.1 g por 100 mililitros Locion Frasco x 100 mL (Calamina)(Drog),D04
C090169,Losartan 50 mg Blister x 15 Tabletas Recubiertas M.K (FP),C09
AW30373,Neomelan Ultra Frasco x 30g (Drog),AW3
D070113,Vagicort 0.8%/0.0036% Crema Vaginal Tubo x 20g + 3 aplicadores (Terconazol/Dexametasona) (FP),D07
B020081,Konakion 10 mg/1 mL Solución inyectable Ampolla (Fitomenadiona  (vitamina K1)) (Drog),B02
BA30158,Aposito No Adherente Glicerinado 3x8 Ref.6113 (Drog),BA3
BE30155,Zapato Para Yeso Ambidiestro Talla Xs ( # 28-30 ) (Drog),BE3
BA30163,Sistema de fijación esteril I.V adulto Tegaderm Ref:1683 (FS),BA3
BE20134,Ferula Staxx #2 Ref KM242 Kamex (Drog),BE2
BE20136,Ferula Staxx #3 Ref KM243 Kamex (Drog),BE2
BE30140,Zapato Para Yeso ambidiestro Talla L # 41 Ref- 11117 Kamex (Drog),BE3
D100054,Betarretin H 0.05%/4% Crema Tubo x 30 g (Tretinoina/Hidroquinona)(Drog),D10
L010253,Endoxan 50 mg Tirilla x 10 Tabletas (Ciclofosfamida) [AR] (Drog),L01
L040062,Prograf CONVENCIONAL 1 mg  Tirilla x 10 Capsulas (TACROlimus) [AR-RG] (Drog),L04
BE30147,Collar Cervical Tipo Tomas Infantil Talla M Tecnomed Ref- 807575425999 (Drog),BE3
BE30148,Collar Cervical Tipo Tomas Talla L (Adulto) Tecnomed Ref- 807576425999 (Drog),BE3
BE30151,Botin Estabilizador de Tobillo Talla L Ref-3197 (Drog),BE3
L040063,Prograf liberacion PROLONGADA XL 1 mg Tirilla x 10 Capsulas  (TACROlimus ) [AR-RG] (Drog),L04
S010299,Lotesoft 0.5% Solucion oftalmica Frasco gotero x 5 mL (Loteprednol etanobato) (Drog),S01
A100090,Saxenda 6mg Solución Inyectable Jeringa Prellena x 3 mL (Liraglutida) * (RG) (FP),A10
A070092,Loperamida Clorhidrato 2 mg Blister x 6 Tabletas Ecar (FS),A07
B030057,Herrex Fol 50mg/120mcg/5mL Jarabe Frasco x 120mL Caramelo (Hierro Polimaltosado/ac Folico)(VMR) (FP),B03
AW60873,Cepillo Vitis Monotip (FP),AW6
AW30363,Sunaid Evolution SPF50+  Toque Seda Sin Color  Pote x 40g (FS),AW3
AW30364,Sunaid Evolution COLOR SPF50+ Toque Seda Pote x 40g (FP),AW3
M010254,Naproxeno 250 mg Caja x 10 Tabletas Genfar (FP),M01
G020009,Fitostimoline 20%  Crema Vaginal Tubo x 60g + 12 Aplicadores (Triticum Vulgare) (Drog),G02
N040041,Carbidopa/Levodopa 25/250mg Blister x 10 Comprimidos Genfar (FP),N04
AW60890,Champu Herbal Essences Rosemary & Herbs Pote x 400mL (FP),AW6
B030056,Sulfato ferroso 200mg Blister x 10 Grageas Ecar (FP),B03
N020196,Fleximax Ace 325mg/4mg Caja x 14 Tabletas Recubiertas (Acetaminofen/Tiocolchisodico)(FP),N02
J020062,Gynflu-D 75mg/1000mg caja x 4 Tabletas Recubiertas (Fluconazol/Secnidazol)(FP),J02
G030141,Yael 2mg/0.03mg Caja x 21 Tabletas recubiertas (Dienogest/etinilestradiol) (FP) (RG),G03
A020175,Gastrum 10mg Blister x 12 Tabletas (famotidina) (FP),A02
H020100,Deflazacort 6mg caja x 10 Tabletas Genfar (Drog) (RG),H02
R060137,Pasedol 50 mg Tableta (Dimenhidrinato) (Institucional Drog),R06
C090174,Diovan 160 mg Caja x 28 Tabletas Recubiertas  (Valsartan) [RG] (FP),C09
BE30156,Cabestrillo Sencillo Infantil Ref. KM2002 Kamex (Drog),BE3
S010305,Kenaler 0.05% Suspensión Oftalmica Frasco gotero x 5 mL (Ketotifeno) (FP),S01
S010306,Systane Ultra 4 mg/3 mg Solución Oftálmica Frasco Gotero x 10 mL  (Drog),S01
A030164,Dicetel Dúo 100mg/300mg Caja x 12 Tabletas Recubiertas (Bromuro de Pinaverio/Dimeticona)(FP),A03
BE10284,Media Gradiente 30-40  Hasta La Rodilla Opaca Unisex Talla S Ref-10105702 (FP),BE1
D010061,Isoconazol 1% Crema Tubo x 20 g Genfar (FP),D01
J010419,Invanz 1 g Polvo para reconstituir (Ertapenem) [RG] (FP),J01
R030157,Symbicort Rapihaler 80 mcg/4.5 mcg Susp Para Inhalación x 120 Dosis (Budesonida/Formoter) (RG) (FP),R03
A070088,IBS Biotic Caja x 30 Capsulas Duras (Probioticos) (FP),A07
AW60869,Sensibio DS+ Crema Suavizante Saneante Tubo x 40mL (FP),AW6
R010065,Openxy 0.05% Solucipn Spray Nasal  x 15mL (Oximetazolina Clorhidrato) (FP),R01
AW60891,Desodorante Rexona Clinical Classic Women Aerosol Pote x 150mL (90g) (FP),AW6
AW60892,Desodorante Rexona Clinical Clean MEN Aerosol Pote x 150mL (90g) (FP),AW6
A120079,Calcibon D 1500mg/800U.I Frasco x 60 Tabletas Recubiertas (Citrato de calcio/vitamina D) (FP),A12
AW60908,Desodorante Elizabeth Arden crema x 60g 2 x 1 (FP),AW6
AO10539,Pesonera Momitos Estuche x 2 Unidades (FP),AO1
AN20185,Bolsa de Papel  Impresa Drogueria 2 Lb x 100 Uds,AN2
L040065,Imuran 50mg Blister x 25 Tabletas Recubiertas (AzaTIOprina) (FP),L04
AW40233,Lubriderm  Reparacion Intensiva Pote x 750mL (FS),AW4
H020098,Betaduo 10mg/4mg  Ssuspensión Inyectable Ampolla x 2mL (betametasona 3+3)(Drog),H02
V030129,Metamucil sabor a Naranja Sobre x 5.8g Polvo Para Reconstituir oral (FP),V03
A120080,Urocit-K 1080mg Frasco x 100 Tabletas Liberacion prolongada (Citrato de potasio)(VMR) (FP),A12
M010245,Anexia 120 mg Caja x 7 Tabletas Cubiertas (etoricoxib) (FP),M01
BB20583,Formato Felicitaciones Sugerencias y Reclamos x 50 Uds,BB2
AW60884,Champu Arrurrú Romero (cabello Oscuro) Pote x 400mL (FP),AW6
D070114,Hidrocortisona (acetato) 1% Crema Tubo x 15g American Generics (Drog),D07
BE30165,Balon Inestable Azul  30cm Diametro (Drog),BE3
AW30359,Umbrella Intelligent Fluido DNA Defense SPF 50+ Tubo x 50g (FP),AW3
AW30360,Umbrella Piel Sensible SPF 50 Tubo x 60g (FP),AW3
AW60882,Seda Dental Yokydent Con Cera Y Menta Rollo x 400 y (FP),AW6
AW40238,K-cit Gel Tubo x 15g (Triticum Vulgare/Calendula Y Aloe Vera) (FP),AW4
A060085,Travad PIK 10mg/3.5g/12g Polvo Cajax 2 Sobres x 16.1g (Picosulfato/magnesio/a citrico (Drog),A06
BE30162,Zapato Post-Operatorio Ambidiestro Talla L ( # 41 ) Tecnomed Ref: 869900075043 (Drog),BE3
BA30171,Duoderm 10x10cm Grueso  Ref-187660 (Drog),BA3
D070116,Dermosupril 0.05% Espuma Tópica Frasco x 50g (Desonida)(FP),D07
R050112,Tukhelix Jarabe adultos Frasco x 120 ml  (Hedera Helix + Propoleo ) (FP),R05
A030162,Aliprid 50mg Caja x 10 Tabletas (Alizaprida) (FP),A03
D020034,Almipro 25 % Unguento Pote x 125 g (Oxido de Zinc) (FP),D02
D020035,Almipro 25% Unguento Pote x 500 g (Oxido de zinc )(FP),D02
N060164,Pragmaten 20mg Caja x 30 Capsulas (Fuoxetina) (FP),N06
M030064,Fleximax Nap 250mg/4mg Caja x14 Tabletas Recubiertas(Naproxeno /tiocolchicosido)(FP),M03
A070091,Rifax 550mg Blister x 7 Tabletas Recubiertas (Rifaximina)(FP),A07
BE20133,Ferula Staxx #4 Ref KM244 Kamex (Drog),BE2
BE30158,Plantilla Completa en Silicona Par Talla L (#4)   Recovery (Drog),BE3
B030062,Recormon 30 mil Unidades Internaciona Solución Inyectable x 0.6 mL (Eritropoyetina) [*-RG] (FP),B03
AW40255,Vaselina USP Pote x 25g Yoma (FS),AW4
AQ10545,Vitrinas Exhibicion Estructura General Tuberia Cuadrada 1 1/2 de 168x40x200,AQ1
AQ10546,Vitrina de Ambientacion Mdf 9mm medidas 112x411x220,AQ1
A090014,Leprit Enzimático 25/80/150mg Blister x 10 Grageas (Levosulp/simetico/pancreatina)(FP),A09
A110178,Tiamina 100 mg/mL Solución Inyectable Frasco x 10 mL Ecar (FP),A11
A020166,Nexium Mups 40mg Caja x 28 Comprimidos (Esomeprazol) (FP),A02
BE10249,Tobillera Universal  Negra Ref- 18380N Kamex (Drog),BE1
L010256,Purinethol 50 mg Frasco x 25 Tabletas (Mercaptopurina) [AR-RG] (FS),L01
S010300,Hipervisc 3.75%/1.25%Solucion oftalmica Frasco goterox5mL(Cloruro de sodio/Cloruro de pota (Drog),S01
B030059,Anemidox 330 mg/1 mg/100 mg Frasco x 30 Cap (Fumarato ferroso/Acido folico/Acido ascorbico) (Drog),B03
N060161,Imipramina Clorhidrato 25mg Tableta Recubierta Humax (Institucional Drog),N06
V060305,Glucerna Vainilla Nutricion Liquida Frasco x 237mL  (FP),V06
V060306,Glucerna Fresa Liquido Frasco x 237mL (FP),V06
L040060,Cellcept 250 mg Tirilla x 10 Capsulas (Micofenolato mofetilo) [RG] (Drog),L04
L040061,Cellcept 500 mg Tirilla x 10 Tabletas (Micofenolato mofetilo) [RG] (Drog),L04
C090171,Atacand 32mg Caja x 30 Tabletas (Candesartan) (RG) (FP),C09
N020194,Doliren 325mg/5 m Tabletas (Acetaminofen/Hidrocodona) (FP),N02
N020191,Cronofen 100 mg/ml (10%) Solucion Oral Gotas Frasco x 30 ml  (Acetaminofen ) (FP),N02
AN20186,Bolsa de Papel  Impresa Drogueria 6 Lb x 100 Uds,AN2
BE30142,Zapato Para Yeso Ambidiestro Talla M # 38 Ref-11115 Kamex (Drog),BE3
AW20157,Tena Pants Ultra x UNIDAD Talla L (FP),AW2
AW20158,Tena Pants Ultra x UNIDAD Talla M (FP),AW2
BE30149,Collar Cervical Tipo Tomas Pediatrico Talla S Tecnomed  (Drog),BE3
BE20135,Ferula Staxx #5 Ref KM245 Kamex (Drog),BE2
BE30152,Corrector De Postura Soporte De Hombro Talla S Tecnomed Ref- 551100425040 (Drog),BE3
A020170,Omeprazol 20 mg Caja x 10 Cápsulas Genfar (Drog),A02
G040102,Tadalafilo 20 mg Caja x 4 Tabletas Recubiertas Genfar(FP),G04
AW30369,Eucerin Hyaluron-Filler Crema Facial De NOCHE Anti -Edad Pote x 51g/50mL (FP),AW3
AD70065,Cateter intravenoso #24 3/4 Pediatrico Poliuretano Braun (FS),AD7
BA30165,Tegaderm Apósito Esteril 10x12cm Ref 1626w 3M (Drog),BA3
BA70031,Duoderm Gel Tubo x 30 g Ref- 187987 (Drog),BA7
BE10261,Rodillera elastica cerrada talla L Ref: 18627N Kamex (Drog),BE1
BE10265,Faja Lumbo Sacra Talla M Kamex Ref-KM005N (Drog),BE1
BE10269,Faja Lumbo Sacra Talla L AP & Salud (Drog),BE1
BE20122,Muñequera Con Ferula Pulgar Izquierda Talla S/M Ref-18461N (Drog),BE2
BE20131,Espica Para Pulgar Derecha Ref 16100 Kamex (Drog),BE2
AW30351,Crema Depilatoria Veet Silk & Fresh Piel Sencible Caja x 2 cremas x 100mL (FP),AW3
AW30352,Arrurru Colonia Oriligal Rosada Frasco x 120 mL (FP),AW3
AZ10167,Venda Coban 1 Pulgada Rollo X 5 ydas (Drog),AZ1
BE10268,Tobillera abierta corta talla L Ref-18387-N (Drog),BE1
BE20116,Ortesis Tipo Brace Articulado De Rodilla Largo x 61 cm Ref-845878615999 (Drog),BE2
BE10267,Tobillera Abierta Corta talla M Ref: 18385N Kamex  (Drog),BE1
A100094,Victoza 6 mg Solucion inyectable Lapicero x 3 mL [*] (Liraglutide) (RG) (FP),A10
BA60048,Barrera Moldeable Convexa 57mm (33-45mm) Ostomia Ref: 411451 (Drog),BA6
BE20117,Muñequera con ferula pulgar Izquierda Talla L/XL Ref-18471N Kamex (Drog),BE2
AO51216,Ventilador Torre Kalley Kft60,AO5
M020034,Casacine 0.025% Crema Tubo  x 20 g (Capsaicina) (Institucional Drog),M02
BE20111,Ferula para Dedo en V Talla M Kamex Ref: 14095 (Drog),BE2
AW30353,Arrurru Colonia Original Azul Frasco x 120 mL (FP),AW3
AW30355,Mascarilla Capilar Coloursafe Cabellos Negros Pote x 300mL (FP),AW3
BE30135,Plantilla Completa Silicona Con Arco Longitudinal Y boton Metatar (Par) Talla MTecnomed 00042 (Drog),BE3
BE30136,Plantilla Completa Silicona Con Arco Longitudinal Y boton Meta Talla L (Par) Tecnom R-300043 (Drog),BE3
N020197,Sumatriptan 100mg Caja x 2 Tabletas Genfar (Drog),N02
C080085,Nifedipina 30 mg  Blister x 10 Cápsulas de liberación programada Expofarma (FS),C08
AW60887,Kit Personal Adulto Proquident (FP),AW6
AW60888,Seda Dental Proquident Con Cera Rollo x 400 Metros (FP),AW6
M010247,Anexia 90mg Caja x 14 Tabletas (Etoricoxib)(FP),M01
N020189,Fenalgex 325/5mg Caja x 10 Tabletas (Acetaminofen/Hidrocodona) (FP),N02
V060302,Pediasure Vainilla Polvo Para Reconstituir Lata x 850g  (FP),V06
N030143,Epamin 100 mg Frasco x 50 Cápsulas (Fenitoína sódica) (AR) (FS),N03
BE10262,Rodillera Elastica Cerrada Talla M Ref- 18625N Kamex (Drog),BE1
BE10270,Faja Dorso Lumbar Talla L (Drog),BE1
AW60910,Cepillo Colgate Infantil Extra Suave 2+ Años (FS),AW6
AW60911,Hilo Dental Colgate Menta Encerado Rollo x 50 metros (FP),AW6
J010420,Dicloxacilina 500 mg Blister x 10 Cápsulas Genfar (FP),J01
B020080,Konakion 2 mg/0.2 mL Solución inyectable Ampolla (Fitomenadiona  (vitamina K1)) (Drog),B02
AW60913,Toalla Humeda Tena 3 en 1 Paquete x 40 Unidades (FP),AW6
AW30383,Jabon Asepxia Exfoliante Barra x 100 g (FP),AW3
AW60914,Hilo Dental Colgate Total Encerado Rollo x 25 Metros (FP),AW6
A120081,Caltrate plus Frasco x 30 Tableta (Multivitaminico con minerales) (VMR) ( FP),A12
A020169,Riopan 80mg/10mg/1mL Gel Oral Sachet x 10mL (Magaldrato/Dimeticona)(FP),A02
V060310,Nestum 5 Cereales (apartir 6 Meses) Caja x 200g (FP),V06
AW30367,Heliocare Advanced Spray SPF 50 Pote x 200mL (FP),AW3
AW60880,Acondicionado Herbal essences Repair Argan Oil Of Morocco Pote x 400mL (FP),AW6
BA70034,Stomahesive Pasta Tubo x 56.7 g Ref-183910 (Drog),BA7
BE20130,Muñequera con ferula pulgar DerechaTalla L/XL Ref 18470N Kamex (Drog),BE2
AW60912,Corta Cuticula Masglo Bolsa x Unidad (FP),AW6
V030137,Metamucil Stof  Polvo Para reconstituir Tarro x 174g Sabor Naranja (FP),V03
N020209,Aspirina Efervescente 500 mg Sobre x 2 Tableta Efervescente (Acido acetilsalicílico) (Drog),N02
AW30386,Sol-or Ultra  SPF 50 Piel Sensible y Seca Pote x 100g (FP),AW3
BE20112,Ferula para Dedo en V Talla L Kamex Ref: 14097 (Drog),BE2
A020167,Ditopax F Blister x 5 Tabletas Masticables (hidroxido alu/hidroxido mag/carbonato de ca) (FP),A02
AW30370,Xeracalm A.D CREMA Relipidizante Pote x 200mL Avené (FP),AW3
BE10257,Rodillera Bisagrada A La Medida O.T (Institucional Drog),BE1
BE10282,Media Pantalon Gradiente 20-30 Dama Color  Beige Talla S Ref-10106102 (Drog),BE1
V060327,Similac 2 Prosensitive HMO Lata x 1800g (FP),V06
BE20115,Muñequera Antebrazo Izquierdo Largo Kamex Ref: 18501N (Drog),BE2
BE30164,Cabestrillo Inmovilizador Doble Adulto Kamex Ref. KM2100 (Drog),BE3
BE10252,Rodillera Universal Kamex Ref: 18641N (Drog),BE1
R060134,Pleniv 10/10mg Caja x 30 capsulas Blandas (Doxilamina/Piridoxina)(FP),R06
AW40237,Cicaplast Baume B5 Pote x 40mL (FP),AW4
A100095,Jardiance Duo 12.5mg/1000mg Caja x 60 Tabletas Recubiertas (Empagliflozina/metformina) (RG)(FP),A10
AW40259,Hipoglos Calendula  Pomada Tubo x 30g (FP),AW4
A030166,Sertal 10 mg Tirilla x 10 Tabletas (Propinox )(FP),A03
AP10087,Equipo Macrogotero Con Rosca Bioseguro Intrafix Braun 4063004 (FS),AP1
B010103,Aspirina 100 mg Tirilla x 28 Tableta (Acetilsalicílico Acido) (FP),B01
BL10150,Sonda Gastrostomia Quirurgica 22fr Ref 8884720221 (FP),BL1
BE10287,Media Pantalon Con Gradiente de Presion 15-20 Vison  Dama Talla S  No-varix Ref- 10106342 (FP,BE1
BE10288,Media Pantalon Con Gradiente de Presion 15-20 Vison  Dama Talla XL  No-varix Ref- 10106346 (FP,BE1
A020165,Esomeprazol 20mg Blister x 10 Tabletas Cubiertas M.K (FP),A02
AO10549,Cubeta Riñonera Plastico Ref-Riñ001,AO1
A110179,Centrum Silver NF + 50 Frasco x 100 Tabletas (Suplemento multivitaminico con minerales) (FP),A11
J050111,Abacavir/Lamivudina 600 mg/300 mg Frasco x 30 tabletas Aurobindo (FP) [RG],J05
J050112,Efavirenz/Emtricitabina/Tenofovir 600mg/200mg/300mg Caja x 30 Tabletas (Aurobindo) (FP) [RG],J05
J010411,Ceftriaxona 1g Polvo Liofilizado Para Inyección Aurobindo (FP),J01
J010412,Ampicilina Sulbactan 1.5g Polvo Liofilizado Inyectable (Aurobindo) (FP),J01
J050108,Valaciclovir 1g Caja x 21 Tabletas Genfar  (FP),J05
R060136,Levocetirizina 5 mg Caja x 10 Tabletas Recubiertas Colmed (FP),R06
AW30365,Umbrella Crema 50+ Tubo x 60g (FP),AW3
M010252,Ketesse 50mg/2mL Solucion Inyectable (dexketoprofeno) (FP),M01
N020198,Acetaminofen 2+ 160 mg/5 mL Suspensión Oral Frasco x 90mL Genfar (FP),N02
AW30422,Aceite Bio-Oil Pote x 125mL (FP),AW3
AW60926,Desodorante AXE Excite Spray x 150mL (FP),AW6
